,,,,,,,,,,,,,,,,
DESIGN NO,OLD VARIANT,CATEGORY,SUB CATEGORY,GENDER,COLLECTION,MULTI SIZE,METAL COLOUR,PORTFOLIO TYPE,SOLITAIRE SLAB_FROM,SOLITAIRE SLAB_TO,SIZE FROM,SIZE TO,PURITY,Color,Last Updation Date,Item Creation Date
DRF9644,RF1485,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,4-20-2024,2-21-2024
DRM9152,RM3016,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.18-0.22,19,19,"10KT,14KT,18KT,9KT",White,3-29-2024,2-21-2024
DRF8575,RF3020,RING,Female Ring,Female,Generic,12,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),,,4,16,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRM9248,RM3050,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,20,26,"10KT,14KT,18KT,9KT",Yellow,4-15-2024,2-21-2024
DRF8687,RF3049,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,4,20.5,"10KT,14KT,18KT,9KT",Rose,3-30-2024,2-21-2024
DRM9237,RM3034,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),,,4,26,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRM9054,RM1297,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,20,20,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF9658,RF1532,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,,3-30-2024
DRF8371,RF1907,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,2-21-2024
DCM8756,RM1262,RING,Couple Male Ring,Male,Now & Forever,19,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,22,35,"10KT,14KT,18KT,9KT",White,3-27-2024,2-21-2024
DEF8494,EF1218,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM10098,RM3065,RING,Male Ring,Male,Generic,20,"Platinum + Rose Gold,Platinum + Yellow Gold,Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.18-0.22,20,20,"18KT,950",White,4-4-2024,4-4-2024
DRF9556,RF1215,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9551,RF1152,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.45-0.49,12,15,"10KT,14KT,18KT,9KT",Rose,3-16-2024,2-21-2024
DRF8167,RF1682,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,,3-8-2024
DRM8913,RM1154,RING,Male Ring,Male,Generic,22,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,18,18,"10KT,14KT,18KT,9KT",Yellow,3-6-2024,2-21-2024
DNP8511,NP3027,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8565,RF3009,RING,Female Ring,Female,Generic,17,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow,3-11-2024,2-21-2024
DRF9487,RF6112,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,12,12,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DCF8892,CF3063,RING,Couple Female Ring,Female,Now & Forever,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,6,17,"10KT,14KT,18KT,9KT",Rose,3-23-2024,2-21-2024
DPF9674,PF1305,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8172,RF1688,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9483,RF6100,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,19,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DOBF8131,OBF3010,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF9565,RF1329,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF9578,PF1236,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,4-30-2024
DMF8786,MF3022,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF10022,RF2119,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DRF9299,RF3527,RING,Female Ring,Female,Generic,12,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.30-0.38,4,19,"10KT,14KT,18KT,9KT",White,,2-21-2024
DCM8641,CM3030,RING,Couple Male Ring,Male,Now & Forever,21,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),,,15,26,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRF8973,RF3183,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,10,10,"10KT,14KT,18KT,9KT",Yellow,4-3-2024,2-21-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DRF8568,RF3013,RING,Female Ring,Female,Generic,16,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,12,"10KT,14KT,18KT,9KT",White,3-21-2024,2-21-2024
DRF9761,RF1660,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,10,21,"10KT,14KT,18KT,9KT",Yellow,3-11-2024,2-21-2024
DMF8808,MF3048,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,3-28-2024,2-21-2024
DCM8750,CM3055,RING,Couple Male Ring,Male,Now & Forever,18,"BRASS YELLOW,Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.90-0.99,14,21,"10KT,14KT,18KT,9KT",White,4-12-2024,4-11-2024
DRF8188,RF1752,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",White,3-8-2024,2-21-2024
DRF8545,RF2118,RING,Female Ring,Female,Engagement,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,26,"10KT,14KT,18KT,9KT",Yellow,3-7-2024,2-21-2024
DRM9236,RM3032,RING,Male Ring,Male,Generic,22,"Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",Yellow,4-12-2024,4-12-2024
DEF8586,EF1316,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",White,5-2-2024,2-21-2024
DRM9258,RM3089,RING,Male Ring,Male,Generic,23,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,1.00-1.23,-,21,"10KT,14KT,18KT,9KT",Yellow White,3-29-2024,3-29-2024
DEF9901,EF8048,EARRING,Female Earring,Female,Generic,-,,Divine (DSJ),,,,,,Rose,,2-21-2024
DRF9486,RF6111,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,5,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRF8692,RF3054,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,10,19,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DEF9719,EF5008,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,5-4-2024,2-21-2024
DEF8995,EF3068,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,3-19-2024,2-21-2024
DRM8922,RM1179,RING,Male Ring,Male,Generic,21,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,3.00-3.49,19,28,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF9556,RF1215,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",White,3-8-2024,2-21-2024
DRM9053,RM1296,RING,Male Ring,Male,Generic,19,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.70-0.79,20,21,"10KT,14KT,18KT,9KT",Yellow,4-12-2024,2-21-2024
DPF8386,PF6080,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-6-2024,2-21-2024
DRF9482,RF6099,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,4-1-2024,2-21-2024
DRM8943,RM1122,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.39-0.44,18,18,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF10063,RF6062,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Rose,,2-21-2024
DEF9535,EF3403,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DEF9332,EF3281,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF9764,RF1668,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRF8475,RF2069,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DEF9011,EF3024,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,"10KT,14KT,18KT,9KT",Yellow,4-15-2024,2-21-2024
DRF9770,RF1680,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,13,20,"10KT,14KT,18KT,9KT",Rose,3-7-2024,2-21-2024
DRF9640,RF1450,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM8928,RM1205,RING,Male Ring,Male,Generic,21,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,1.50-1.69,23,33,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,3-23-2024
DPF9491,PF1148,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),-,2.00-2.49,-,4,"10KT,14KT,18KT,9KT",Yellow,3-28-2024,2-21-2024
DRF8566,RF3011,RING,Female Ring,Female,Generic,13,"Rose,Rose White,White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.18-0.22,4,21,"10KT,14KT,18KT,9KT",Yellow White,3-30-2024,2-21-2024
DRF8353,RF2001,RING,Female Ring,Female,Engagement,14,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.00-2.49,5.5,6.5,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF10035,RF3185,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DEF8482,EF1130,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF10067,RF8005,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,Yellow,,2-21-2024
DEF9421,EF3330,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,2.00-2.49,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DRF8572,RF3017,RING,Female Ring,Female,Generic,12,"Rose,Rose White,White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.14-0.17,0.45-0.49,15,15,"10KT,14KT,18KT,9KT",Rose White,3-21-2024,2-21-2024
DRF8471,RF2064,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DRM9252,RM3082,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.39-0.44,-,21,"10KT,14KT,18KT,9KT",White,3-30-2024,2-21-2024
DEF8490,EF1194,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF10058,RF3412,RING,Female Ring,Female,Generic,12,,Divine (DSJ),,,,,,White,,2-21-2024
DRF9660,RF1537,RING,Female Ring,Female,Generic,6,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,8,8,"10KT,14KT,18KT,9KT",Yellow,4-6-2024,2-21-2024
DRF9551,RF1152,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.45-0.49,12,15,"10KT,14KT,18KT,9KT",Yellow,3-14-2024,2-21-2024
DRF8266,RF1885,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DEF9505,EF3347,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DPF8301,PF6055,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM9050,RM1291,RING,Male Ring,Male,Generic,22,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.50-0.59,23,35,"10KT,14KT,18KT,9KT",Yellow,3-11-2024,2-21-2024
DRF9741,RF1601,RING,Female Ring,Female,Generic,18,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.30-0.38,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",White,,2-21-2024
DRF8563,RF3007,RING,Female Ring,Female,Generic,12,"Rose,Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",White,3-12-2024,2-21-2024
DRM9257,RM3088,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,18,25,"10KT,14KT,18KT,9KT",Yellow White,,3-29-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF10002,RF1775,RING,Female Ring,Female,Generic,16,,Divine (DSJ),,,,,,Rose,,2-21-2024
DCM8758,RM1266,RING,Couple Male Ring,Male,Now & Forever,20,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,22,31,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM8945,RM1136,RING,Male Ring,Male,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,1.50-1.69,19,19,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM9148,RM3012,RING,Male Ring,Male,Generic,20,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.18-0.22,18,18,"10KT,14KT,18KT,9KT",White,3-29-2024,2-21-2024
DEF9302,EF3236,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,2-21-2024
DRF9648,RF1507,RING,Female Ring,Female,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,18,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DRF8820,RF3115,RING,Female Ring,Female,Setu Collection,13,"Rose White,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,4,20,"10KT,14KT,18KT,9KT",Yellow White,4-17-2024,4-17-2024
DRF8445,RF2083,RING,Female Ring,Female,Engagement,17,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,17,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRM8917,RM1173,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,21,26,"10KT,14KT,18KT,9KT",Yellow,4-3-2024,2-21-2024
DRF9771,RF1565,RING,Female Ring,Female,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRF8189,RF1753,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,19,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DPF8477,PF6107,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DPF10153,,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,3-26-2024,3-13-2024
DRF8560,RF3004,RING,Female Ring,Female,Generic,12,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,21,"10KT,14KT,18KT,9KT",White,3-30-2024,2-21-2024
DRF9548,RF1137,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DRF9666,RF1390,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.60-0.69,4,16,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,3-23-2024
DRM8936,RM1223,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,1.24-1.49,21,21,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,2-21-2024
DEF9507,EF3353,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DEF9196,EF3167,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,2-21-2024
DRF9749,RF1633,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-11-2024,2-21-2024
DRF9667,RF1393,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,3-8-2024,2-21-2024
DRF9640,RF1450,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,18,"10KT,14KT,18KT,9KT",Yellow,3-26-2024,2-21-2024
DRM9147,RM3009,RING,Male Ring,Male,Generic,21,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),,,15,26,"10KT,14KT,18KT,9KT",White,,2-21-2024
DOBF8325,OBF6084,WRIST WEAR,Oval Bangle,Female,Generic,2.2,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,2.2,2.6,"10KT,14KT,18KT,9KT",Rose,3-23-2024,2-21-2024
DRF8708,RF3070,RING,Female Ring,Female,Generic,10,"Rose,Rose White,White,Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.90-0.99,4,16,"10KT,14KT,18KT,9KT",Yellow,3-23-2024,2-21-2024
DEF8611,EF6077,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,,2-21-2024
DLK9916,LK3026,ACCESSORIES,Locket,Female,Generic,-,,Divine (DSJ),,,,,,BRASS YELLOW,4-17-2024,2-21-2024
DRF9760,RF1659,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Yellow,,2-21-2024
DEF8740,EF1415,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM9236,RM3032,RING,Male Ring,Male,Generic,20,"Rose,Rose White Rhodium,White,White Yellow,Yellow,Yellow White Rhodium",Divine (DSJ),0.30-0.38,0.30-0.38,22,22,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DRF9659,RF1533,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,3-7-2024,2-21-2024
DEF9717,EF5005,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,3-20-2024
DRF8568,RF3013,RING,Female Ring,Female,Generic,9,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,2.50-2.99,10,12,"10KT,14KT,18KT,9KT",White,4-17-2024,2-21-2024
DEF8494,EF1218,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,-,"10KT,14KT,18KT,9KT",White,,2-21-2024
DCF8899,RF1973,RING,Couple Female Ring,Female,Now & Forever,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.90-0.99,14,17,"10KT,14KT,18KT,9KT",Rose,4-16-2024,2-21-2024
DRM9933,NRM0065,RING,Male Ring,Male,Generic,27,,Divine (DSJ),,,,,,White,,2-21-2024
DCM8755,CM3063,RING,Couple Male Ring,Male,Now & Forever,21,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.90-0.99,-,35.5,"10KT,14KT,18KT,9KT",Yellow,3-16-2024,2-21-2024
DRF9545,RF1130,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DRF9551,RF1152,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.45-0.49,12,15,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DEF8726,EF1390,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,3-16-2024,2-21-2024
DRF9647,RF1506,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",Yellow,4-17-2024,2-21-2024
DRM9046,RM1287,RING,Male Ring,Male,Generic,21,"Rose White,White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.23-0.29,22,22,"10KT,14KT,18KT,9KT",White,3-15-2024,2-21-2024
DRF9542,RF1115,RING,Female Ring,Female,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,20,"10KT,14KT,18KT,9KT",Yellow,3-14-2024,2-21-2024
DRM8931,RM1212,RING,Male Ring,Male,Generic,23.5,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.90-0.99,16,21,"10KT,14KT,18KT,9KT",Yellow,3-8-2024,2-21-2024
DMF8673,MF3001,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-17-2024,2-21-2024
DRM8932,RM1217,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.24-1.49,22,22,"10KT,14KT,18KT,9KT",Yellow,3-22-2024,2-21-2024
DRF8185,RF1742,RING,Female Ring,Female,Generic,14,"Rose,Rose White,White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.39-0.44,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose White,5-14-2024,5-2-2024
DEF8992,EF3065,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,-,-,"10KT,14KT,18KT,9KT",Rose,4-6-2024,2-21-2024
